Dátum,Év,Város,Kimenetel,Baleset típus,Ok-csoport,Ok,LAT,LON,Meghaltak,Súlyos,Könnyű,Résztvevők száma,geometry,Baleset típus főcsoport,street
2019-04-05,2019,Budapest VIII. kerület,súlyos sérüléses,ütközés BALRÓL JOBBRA történő sávváltás közben,"irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.49855,19.0758638888889,0,1,0,2,POINT (652141.1562695681 239402.0001390329),jármű-jármű, Rákóczi út
2019-04-13,2019,Budapest VIII. kerület,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4996305555556,19.0875388888889,0,0,1,2,POINT (653020.7158706404 239522.50412870874),gyalogos,['Kerepesi út']
2019-04-16,2019,Budapest VIII. kerület,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,tilos jelzésen való áthaladás,47.4968833333333,19.0704583333333,0,0,1,2,POINT (651733.9420011931 239216.57974974654),gyalogos,"['Citychange', ' Blaha Lujza téri aluljáró']"
2019-04-19,2019,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4935888888889,19.0710916666667,0,0,2,2,POINT (651781.7656969352 238850.33246346985),jármű-jármű,
2019-04-20,2019,Budapest VIII. kerület,könnyű sérüléses,ütközés JOBBRÓL elinduló járművel,"irányváltoztatási, haladási, bekanyarodási hiba",szabálytalan megfordulás,47.4837388888889,19.0857055555556,0,0,1,2,POINT (652883.4307093917 237755.67802777706),jármű-jármű,Fitoland Fűvészkert Díszfaiskola  2/C  Korányi Sándor utca  Orczy Fórum Városközpont
2019-04-23,2019,Budapest VIII. kerület,súlyos sérüléses,"Egyéb keresztirányból érkező, kanyarodó járműütközések",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4965,19.0780333333333,0,1,0,2,POINT (652304.6927533724 239174.14997192752),jármű-jármű,II. János Pál pápa tér
2019-04-25,2019,Budapest VIII. kerület,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,elsőbbség meg nem adása,egyéb,47.4849444444444,19.0773305555556,0,0,1,1,POINT (652252.2145333557 237889.43960043543),jármű-jármű,[' Leonardo da Vinci utca']
2019-04-25,2019,Budapest VIII. kerület,súlyos sérüléses,Egyéb egyjárműves (magányos) közlekedési baleset,sebesség nem megfelelő alkalmazása,a jármű és a rakomány sajátosságaihoz,47.4865861111111,19.0928,0,1,0,2,POINT (653417.9116777949 238072.49612019662),egy jármű,"['237-es épület', ' Orczy út']"
2019-04-25,2019,Budapest VIII. kerület,könnyű sérüléses,"Egyéb szembe haladó, kanyarodó járművek ütközése","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4938611111111,19.0862472222222,0,0,1,2,POINT (652923.710070167 238881.0365005241),jármű-jármű,['Teleki László tér']
2019-04-25,2019,Budapest VIII. kerület,könnyű sérüléses,"Szembe haladó járművek ütközése útkereszteződésben, az egyik résztvevő BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4930527777778,19.1021777777778,0,0,1,2,POINT (654124.120001523 238791.8707237921),jármű-jármű,T-Systems Cloud & Datacenter Budapest  13  Asztalos Sándor út
2019-05-02,2019,Budapest VIII. kerület,könnyű sérüléses,ütközés BALRÓL JOBBRA történő sávváltás közben,"irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4956944444444,19.084275,0,0,1,2,POINT (652775.0123843005 239084.78809080785),jármű-jármű,['Fiumei út']
2019-05-03,2019,Budapest VIII. kerület,könnyű sérüléses,"Szembe haladó járművek ütközése, legalább az egyik résztvevő kanyarodik vagy megfordul","irányváltoztatási, haladási, bekanyarodási hiba",szabálytalan megfordulás,47.4903055555556,19.0906888888889,0,0,1,3,POINT (653258.5973340805 238485.91776078573),jármű-jármű,Sorsok Háza - Európai Oktatási Központ  24  Fiumei út
2019-05-05,2019,Budapest VIII. kerület,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,tilos jelzésen való áthaladás,47.4962277777778,19.0706388888889,0,0,1,2,POINT (651747.5664435641 239143.7019632984),gyalogos,Courtyard Budapest City Center  5  József körút
2019-05-05,2019,Budapest VIII. kerület,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,gyalogosoknak kijelölt gyalogátkelőhelyen,47.4891027777778,19.0664972222222,0,0,1,1,POINT (651435.692324145 238351.49872182182),gyalogos,[' Baross utca']
2019-05-12,2019,Budapest VIII. kerület,súlyos sérüléses,Egyéb közlekedési baleset gyalogossal,sebesség nem megfelelő alkalmazása,a jármű és a rakomány sajátosságaihoz,47.4970777777778,19.1087777777778,0,1,1,1,POINT (654621.0849805739 239239.71320428103),jármű-jármű,"['Hős utca', ' Hungária körút']"
2019-05-12,2019,Budapest VIII. kerület,súlyos sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,"irányváltoztatási, haladási, bekanyarodási hiba",szabálytalan hátramenet,47.4962166666667,19.0709,0,1,0,1,POINT (651767.2403298116 239142.47226781643),gyalogos,McDonald's  8  József körút  Józsefváros
2019-05-21,2019,Budapest VIII. kerület,könnyű sérüléses,"Azonos irányból érkező járművek ütközése útkereszteződésben, az egyik jármű JOBBRA kanyarodik",elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.4962777777778,19.0703166666667,0,0,1,2,POINT (651723.2869199851 239149.25392705805),jármű-jármű,0809 - Blaha Lujza tér M (2062)  Blaha Lujza tér
2019-05-31,2019,Budapest VIII. kerület,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4842555555556,19.0744277777778,0,0,1,2,POINT (652033.4821889633 237812.77598865764),gyalogos, Üllői út
2019-05-31,2019,Budapest VIII. kerület,könnyű sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,"álló jármű vagy oszlop (fa, egyéb akadály) előtt való áthaladás",47.4979277777778,19.0734277777778,0,0,1,2,POINT (651957.63643239 239332.7631245388),gyalogos,[' Rákóczi út']
2019-05-31,2019,Budapest VIII. kerület,könnyű sérüléses,"Egyéb, várakozó járműnek ütközés",egyéb,egyéb,47.4936027777778,19.0711833333333,0,0,1,2,POINT (651788.672260412 238851.87855774572),gyalogos,"[' József körút', ' Józsefváros']"
2019-06-05,2019,Budapest VIII. kerület,könnyű sérüléses,"Szembe haladó járművek ütközése útkereszteződésben, az egyik résztvevő BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4872083333333,19.0924888888889,0,0,1,2,POINT (653394.4277432531 238141.6584715165),jármű-jármű,"['Beanik qarri', ' Kőris utca', ' Orczy Fórum Városközpont']"
2019-06-07,2019,Budapest VIII. kerület,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4948166666667,19.0696916666667,0,0,1,2,POINT (651676.239941456 238986.8015413084),gyalogos,"['Molnár Ferenc Magyar-Angol Két Tanítási Nyelvű Általános Iskola', ' 9-15', ' Somogyi Béla utca']"
2019-06-07,2019,Budapest VIII. kerület,könnyű sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4917833333333,19.080825,0,0,1,2,POINT (652515.2473903439 238649.85636808004),gyalogos,Szerdahelyi utca
2019-06-07,2019,Budapest VIII. kerület,könnyű sérüléses,Utasbalesetek,egyéb,egyéb,47.4872222222222,19.0889055555556,0,0,1,1,POINT (653124.3931496113 238143.0570470745),utasbaleset,17/A  Kőris utca  Orczy Fórum Városközpont
2019-06-13,2019,Budapest VIII. kerület,súlyos sérüléses,Egyéb egyjárműves (magányos) közlekedési baleset,egyéb,egyéb,47.4938916666667,19.0808888888889,0,1,0,2,POINT (652519.9646304868 238884.2527712204),egy jármű,"['42-44', ' Népszínház utca']"
2019-06-15,2019,Budapest VIII. kerület,súlyos sérüléses,Egyéb baleset azonos irányba egyenesen haladó járművek között,sebesség nem megfelelő alkalmazása,a forgalmi viszonyokhoz,47.4995277777778,19.0813277777778,0,1,0,2,POINT (652552.7718089743 239510.86309069936),jármű-jármű,[' Baross tér']
2019-06-18,2019,Budapest VIII. kerület,súlyos sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,"álló jármű vagy oszlop (fa, egyéb akadály) előtt való áthaladás",47.4891027777778,19.0664972222222,0,1,0,2,POINT (651435.692324145 238351.49872182182),gyalogos, Baross utca
2019-06-18,2019,Budapest VIII. kerület,könnyű sérüléses,"Azonos irányból érkező járművek ütközése útkereszteződésben, az egyik jármű JOBBRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4753361111111,19.0981444444444,0,0,1,2,POINT (653821.4576672057 236822.0208783527),jármű-jármű,Könyves Kálmán körút  Szent László Kórház
2019-06-18,2019,Budapest VIII. kerület,könnyű sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",gyalogosok hibája,tilos jelzésen való áthaladás,47.4860694444444,19.0699333333333,0,0,1,2,POINT (651694.7146234029 238014.3327681668),gyalogos, József körút
2019-06-18,2019,Budapest VIII. kerület,súlyos sérüléses,ütközés tolató járművel,egyéb,megfelelő oldaltávolság hiánya,47.4996305555556,19.0828138888889,0,1,0,2,POINT (652664.7315282365 239522.33743414283),jármű-jármű,Kerepesi út
2019-06-22,2019,Budapest VIII. kerület,könnyű sérüléses,"Azonos irányból érkező járművek ütközése útkereszteződésben, az egyik jármű JOBBRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",egyenes irányban haladó jármű forgalmának akadályozása,47.4962777777778,19.0703166666667,0,0,1,2,POINT (651723.2869199851 239149.25392705805),jármű-jármű,0809 - Blaha Lujza tér M (2062)  Blaha Lujza tér
2019-06-25,2019,Budapest VIII. kerület,súlyos sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",gyalogosok hibája,tilos jelzésen való áthaladás,47.4959583333333,19.0710166666667,0,2,0,2,POINT (651776.0388792737 239113.75449303293),gyalogos,"[' József körút', ' Józsefváros']"
2019-06-25,2019,Budapest VIII. kerület,halálos,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,tilos jelzésen való áthaladás,47.4894444444444,19.0707277777778,1,0,1,2,POINT (651754.4775388279 238389.56526995104),gyalogos,Baross utca
2019-06-26,2019,Budapest VIII. kerület,súlyos sérüléses,"Azonos irányból érkező járművek ütközése útkereszteződésben, az egyik jármű BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4896388888889,19.072775,0,1,3,2,POINT (651908.7394732352 238411.2283941293),jármű-jármű,"['EMIH', ' 61', ' Baross utca']"
2019-06-27,2019,Budapest VIII. kerület,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4830277777778,19.0779972222222,0,0,1,2,POINT (652302.5357377594 237676.3729900806),jármű-jármű,[' Üllői út']
2019-07-01,2019,Budapest VIII. kerület,könnyű sérüléses,"Pályaelhagyás járművel egyenes úton, menetirány szerinti JOBB oldalon",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4905388888889,19.0708861111111,0,0,1,1,POINT (651766.3740332505 238511.24366989397),egy jármű,Józsefváros
2019-07-01,2019,Budapest VIII. kerület,súlyos sérüléses,ütközés BALRÓL történő előzés közben,egyéb,megfelelő oldaltávolság hiánya,47.4869722222222,19.0701583333333,0,1,0,2,POINT (651711.6428876804 238114.7037678088),jármű-jármű,"['77-79', ' József körút']"
2019-07-02,2019,Budapest VIII. kerület,súlyos sérüléses,Egyéb egyjárműves (magányos) közlekedési baleset,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4994444444444,19.0790277777778,0,1,0,1,POINT (652379.4916935934 239501.52841187472),egy jármű,Rákóczi út
2019-07-02,2019,Budapest VIII. kerület,súlyos sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,gyalogosoknak kijelölt gyalogátkelőhelyen,47.49221666666669,19.0788222222222,0,1,0,1,POINT (652364.315905054 238697.97195283094),gyalogos,SZEMIR GYROS  28  Nagy Fuvaros utca  Józsefváros
2019-07-03,2019,Budapest VIII. kerület,könnyű sérüléses,"Azonos irányból érkező járművek ütközése útkereszteződésben, mindkét jármű JOBBRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba","jobbra kis ívű, balra nagy ívű kanyarodási szabály megszegése",47.4969,19.0699055555556,0,0,1,2,POINT (651692.2927220535 239218.4211599116),jármű-jármű,Blaha Lujza tér  Rákóczi út
2019-07-04,2019,Budapest VIII. kerület,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4973555555556,19.1087527777778,0,0,1,2,POINT (654619.1775984805 239270.59378984428),jármű-jármű,[' Hungária körút']
2019-07-04,2019,Budapest VIII. kerület,könnyű sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,tiltott helyen való áthaladás,47.4908194444444,19.0701944444444,0,0,1,2,POINT (651714.2458751326 238542.41983153392),gyalogos,[' Rökk Szilárd utca']
2019-07-06,2019,Budapest VIII. kerület,súlyos sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4886194444444,19.0638666666667,0,1,0,3,POINT (651237.4757861918 238297.7219782279),jármű-jármű,"['Budapest Antikvárium', ' 11-13', ' Üllői út']"
2019-07-10,2019,Budapest VIII. kerület,könnyű sérüléses,"Gyalogos elütése, a gyalogos az úttesten halad a jármű menetirányával azonos irányba.",egyéb,egyéb,47.4872055555556,19.1047583333333,0,0,1,1,POINT (654319.0320020358 238141.9416939531),gyalogos,"['Kőbányai úti kisáruház/20-as épület', ' Kőbányai út']"
2019-07-11,2019,Budapest VIII. kerület,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,zavaró magatartás az úttesten való áthaladás közben,47.4895638888889,19.0721027777778,0,0,1,2,POINT (651858.0867989565 238402.87479545042),gyalogos, Baross utca
2019-07-15,2019,Budapest VIII. kerület,könnyű sérüléses,Utoléréses ütközés két vagy több mozgásban lévő résztvevővel,"irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4977777777778,19.0728888888889,0,0,1,3,POINT (651917.0400986974 239316.07404882176),jármű-jármű,[' Rákóczi út']
2019-07-17,2019,Budapest VIII. kerület,könnyű sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,tiltott helyen való áthaladás,47.4877194444444,19.1032388888889,0,0,1,2,POINT (654204.4893491504 238198.9921143111),gyalogos,"['Kőbányai úti kisáruház/20-as épület', ' Kőbányai út']"
2019-07-18,2019,Budapest VIII. kerület,könnyű sérüléses,Menetirány szerint a JOBB oldalon várakozó járműnek ütközés,egyéb,egyéb,47.4934777777778,19.0764944444444,0,0,1,2,POINT (652188.8650926229 238838.11099520486),jármű-jármű,"[' Auróra utca', ' Józsefváros']"
2019-07-19,2019,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4943416666667,19.0603583333333,0,0,2,3,POINT (650973.0049793717 238933.84529790998),jármű-jármű,East-West Center Irodaház  1-3  Rákóczi út
2019-07-20,2019,Budapest VIII. kerület,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4753361111111,19.0981444444444,0,0,1,2,POINT (653821.4576672057 236822.0208783527),gyalogos,Könyves Kálmán körút  Szent László Kórház
